,text,label
3120,natomas markets like bel air arena blvd low supplies amp groceries area residents stock amid concerns covid alisha reports food co northgate blvd temp stopped letting people store today photos bel air arena boulevard jenn snell,Negative
3121,us deaths hospitals washington state total rest country,Neutral
3122,grocery store since line mins end crazy,Extremely Negative
3123,using headline article explains hardships seattle taco currently,Neutral
3124,great email ceo regarding panic buying supporting families wanted personally reassure food essential items coming us manufacturers warehouses distribution,Extremely Positive
3125,annoying list gem bu die variety doubled die reverse clear cheap guy lists variety terrible condition gets twice rare doubled die reverse pay,Extremely Negative
3126,still missing one saying serious media panic match unless elderly may get probably pe,Extremely Negative
3127,sent people stocking apocalypse taking made realize able live normal life shop shit,Extremely Negative
3128,happen canned food items people hoarded eat americans probably already tons food need stock years canned,Positive
3129,keep hearing people booked future delivery slots let us know ensure people one else shopping supplies delivered,Positive
3130,starting supermarket open elderly,Neutral
3131,well guess still online shopping thank god,Extremely Positive
3132,know would paid sick leave people stock grocery stores make know,Negative
3133,noticing lots unhealthy foods processed junk wiped hoarding tastiest healthiest food foods yet another reason addition optimizing health,Positive
3134,impact continues people rush parent cut store hours amid spread,Negative
3135,consumer please mindful rebooked travel arrangements due changing tickets alternate far away destinations connections destination penalizing passengers accept,Extremely Positive
3136,subscribe channel send toilet paper,Neutral
3137,gdi need keep mind food home food stock midnight snacks need hit gym like months already yeezus christ day day getting fatter fatter fatter,Positive
3138,people stock buying due asian parents stock buying since even remeber south asians always prepared comes food,Positive
3139,time get serious covid enough food supplies days stock leave store shelves bare others need things alone check neighbors especially elderly,Positive
3140,go local tv news program amp say spent grocery store last night concerns problems day self isolation ever help,Negative
3141,created majestic faq answer key customer queries find online ever changing situation still enjoy shopping majestic store free home delivery,Extremely Positive
3142,women stock food activities get gun,Negative
3143,somebody plz tell safe shop online amid,Positive
3144,opening statement prrd panic enough pacify crowd announcement means food hunger common government also failed present holistic approach situation since problem,Extremely Negative
3145,newest conspiracy theory starts going around big retail creating hysteria effort undermine ecommerce giants sell retail store inventory sitting around,Extremely Negative
3146,stay safe r seems like heading entire city stock meds surreal even b,Positive
